date,BTC,ETH,USDC
2023-03-08,21698.37,1532.17,0.9999
2023-03-09,20367.01,1437.41,1.0001
2023-03-10,20230.08,1432.15,1.0000
2023-03-11,20620.54,1483.68,0.9139
2023-03-12,22219.08,1592.31,0.9481
2023-03-13,24220.00,1681.93,0.9939
2023-03-14,24762.65,1704.95,0.9948
2023-03-15,24377.16,1656.80,0.9968
