date,BTC,ETH,USDC
2025-04-01,85170.37,1905.13,1.0001
2025-04-02,82490.08,1794.70,1.0003
2025-04-03,83174.33,1816.36,1.0003
2025-04-04,83860.16,1816.39,1.0003
2025-04-05,83498.25,1805.09,1.0004
2025-04-06,78370.75,1579.77,1.0005
2025-04-07,79140.01,1552.64,1.0004
2025-04-08,76251.64,1471.94,1.0008
2025-04-09,82594.75,1669.27,1.0006
2025-04-10,79552.34,1521.51,1.0004
2025-04-11,83380.47,1566.13,1.0003
2025-04-12,85271.01,1643.85,1.0002
